ClassName,Duration,Build_id.,Build_Date,Job_id,Job_Status
io.cucumber.plugin.event.NodeTest,0.149,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.gherkin.messages.FeatureParserTest,0.292,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.docstring.DocStringTest,0.058,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.docstring.DocStringTypeRegistryTest,0.01,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.docstring.DocStringTypeRegistryDocStringConverterTest,0.256,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.plugin.JsonParallelRuntimeTest,0.92,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.plugin.RerunFormatterTest,0.691,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.plugin.TeamCityPluginTest,0.104,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.plugin.JsonFormatterTest,0.394,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.plugin.UrlOutputStreamTest,0.966,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.plugin.PluginsTest,0.187,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.plugin.TestNGFormatterTest,0.601,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.plugin.PluginFactoryTest,0.536,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.plugin.JUnitFormatterTest,0.806,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.plugin.UnusedStepsSummaryPrinterTest,0.029,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.plugin.PrettyFormatterTest,0.086,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.plugin.DefaultSummaryPrinterTest,0.006,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.plugin.HtmlFormatterTest,0.274,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.plugin.TimelineFormatterTest,0.218,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.plugin.CanonicalEventOrderTest,0.086,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.plugin.MessageFormatterTest,0.004,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.plugin.StatsTest,0.029,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.plugin.UsageFormatterTest,0.038,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.resource.ResourceScannerTest,0.083,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.resource.ClasspathSupportTest,0.006,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.resource.JarUriFileSystemServiceTest,0.001,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.resource.ClasspathScannerTest,1.055,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.runner.DuplicateStepDefinitionExceptionTest,0.031,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.runner.TestCaseStateTest,0.047,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.runner.CoreStepDefinitionTest,0.038,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.runner.HookTest,0.103,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.runner.RunnerTest,0.197,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.runner.CachingGlueTest,0.055,697205329,2020-06-11T12:38:47Z,697205331,failed
io.cucumber.core.runner.HookTestStepTest,0.115,697205329,2020-06-11T12:38:47Z,697205331,failed
